ID,GC_Content
lcl|NC_002695.2_cds_NP_310787.1_2570,0.427
lcl|NC_002695.2_cds_NP_310788.1_2571,0.522
lcl|NC_002695.2_cds_NP_310789.2_2572,0.579
lcl|NC_002695.2_cds_NP_310790.1_2573,0.542
lcl|NC_002695.2_cds_NP_310791.1_2574,0.533
lcl|NC_002695.2_cds_NP_310792.1_2575,0.469
lcl|NC_002695.2_cds_NP_310793.2_2576,0.426
lcl|NC_002695.2_cds_NP_310794.1_2577,0.484
lcl|NC_002695.2_cds_NP_310795.1_2578,0.365
lcl|NC_002695.2_cds_NP_310796.1_2579,0.418
lcl|NC_002695.2_cds_NP_310797.2_2580,0.492
lcl|NC_002695.2_cds_NP_310799.1_2581,0.426
lcl|NC_002695.2_cds_NP_310800.1_2582,0.434
lcl|NC_002695.2_cds_NP_310801.2_2583,0.457
lcl|NC_002695.2_cds_NP_310804.1_2584,0.389
lcl|NC_002695.2_cds_NP_310805.1_2585,0.503
lcl|NC_002695.2_cds_NP_310806.1_2586,0.499
lcl|NC_002695.2_cds_NP_310807.1_2587,0.397
lcl|NC_002695.2_cds_NP_310810.1_2588,0.478
lcl|NC_002695.2_cds_NP_310811.1_2589,0.49
lcl|NC_002695.2_cds_NP_310812.2_2590,0.498
lcl|NC_002695.2_cds_NP_310813.1_2591,0.523
lcl|NC_002695.2_cds_NP_310814.1_2592,0.532
lcl|NC_002695.2_cds_NP_310815.2_2593,0.506
lcl|NC_002695.2_cds_NP_310816.2_2594,0.517
lcl|NC_002695.2_cds_NP_310817.1_2595,0.586
lcl|NC_002695.2_cds_NP_310818.1_2596,0.585
lcl|NC_002695.2_cds_NP_310819.1_2597,0.453
lcl|NC_002695.2_cds_NP_310821.1_2598,0.526
lcl|NC_002695.2_cds_NP_310822.2_2599,0.536
lcl|NC_002695.2_cds_NP_310823.2_2600,0.526
lcl|NC_002695.2_cds_NP_310824.1_2601,0.54
lcl|NC_002695.2_cds_NP_310825.1_2602,0.545
lcl|NC_002695.2_cds_NP_310826.1_2603,0.461
lcl|NC_002695.2_cds_NP_310827.1_2604,0.414
lcl|NC_002695.2_cds_NP_310828.1_2605,0.568
lcl|NC_002695.2_cds_NP_310829.1_2606,0.542
lcl|NC_002695.2_cds_NP_310830.1_2607,0.574
lcl|NC_002695.2_cds_NP_310831.1_2608,0.527
lcl|NC_002695.2_cds_NP_310832.1_2609,0.577
lcl|NC_002695.2_cds_NP_310833.1_2610,0.53
lcl|NC_002695.2_cds_NP_310834.2_2611,0.492
lcl|NC_002695.2_cds_NP_310835.1_2612,0.499
lcl|NC_002695.2_cds_NP_310836.2_2613,0.473
lcl|NC_002695.2_cds_NP_310837.1_2614,0.507
lcl|NC_002695.2_cds_NP_310838.1_2615,0.47
lcl|NC_002695.2_cds_NP_310839.2_2616,0.493
lcl|NC_002695.2_cds_NP_310840.1_2617,0.5
lcl|NC_002695.2_cds_NP_310841.1_2618,0.518
lcl|NC_002695.2_cds_NP_310842.2_2619,0.517
lcl|NC_002695.2_cds_NP_310843.2_2620,0.528
lcl|NC_002695.2_cds_NP_310844.3_2621,0.508
lcl|NC_002695.2_cds_NP_310845.1_2622,0.52
lcl|NC_002695.2_cds_NP_310846.1_2623,0.431
lcl|NC_002695.2_cds_NP_310847.1_2624,0.546
lcl|NC_002695.2_cds_NP_310848.1_2625,0.572
lcl|NC_002695.2_cds_NP_310849.1_2626,0.549
lcl|NC_002695.2_cds_NP_310850.2_2627,0.533
lcl|NC_002695.2_cds_NP_310851.1_2628,0.558
lcl|NC_002695.2_cds_NP_310852.2_2629,0.56
lcl|NC_002695.2_cds_NP_310853.1_2630,0.521
lcl|NC_002695.2_cds_NP_310854.1_2631,0.533
lcl|NC_002695.2_cds_NP_310855.3_2632,0.461
lcl|NC_002695.2_cds_NP_310856.1_2633,0.434
lcl|NC_002695.2_cds_NP_310857.1_2634,0.507
lcl|NC_002695.2_cds_NP_310858.1_2635,0.368
lcl|NC_002695.2_cds_NP_310862.1_2636,0.541
lcl|NC_002695.2_cds_NP_310863.1_2637,0.376
lcl|NC_002695.2_cds_NP_310864.1_2638,0.38
lcl|NC_002695.2_cds_NP_310865.1_2639,0.386
lcl|NC_002695.2_cds_NP_310866.1_2640,0.394
lcl|NC_002695.2_cds_NP_310867.1_2641,0.314
lcl|NC_002695.2_cds_NP_310868.2_2642,0.349
lcl|NC_002695.2_cds_NP_310869.2_2643,0.313
lcl|NC_002695.2_cds_NP_310870.1_2644,0.3
lcl|NC_002695.2_cds_NP_310871.1_2645,0.3
lcl|NC_002695.2_cds_NP_310872.1_2646,0.303
lcl|NC_002695.2_cds_NP_310873.1_2647,0.507
lcl|NC_002695.2_cds_NP_310874.1_2648,0.455
lcl|NC_002695.2_cds_NP_310875.1_2649,0.472
lcl|NC_002695.2_cds_NP_310876.1_2650,0.545
lcl|NC_002695.2_cds_NP_310877.1_2651,0.541
lcl|NC_002695.2_cds_NP_310878.1_2652,0.542
lcl|NC_002695.2_cds_NP_310879.1_2653,0.541
lcl|NC_002695.2_cds_NP_310880.1_2654,0.55
lcl|NC_002695.2_cds_NP_310881.1_2655,0.557
lcl|NC_002695.2_cds_NP_310882.1_2656,0.554
lcl|NC_002695.2_cds_NP_310883.1_2657,0.557
lcl|NC_002695.2_cds_NP_310884.1_2658,0.565
lcl|NC_002695.2_cds_NP_310885.1_2659,0.544
lcl|NC_002695.2_cds_NP_310886.1_2660,0.483
lcl|NC_002695.2_cds_NP_310887.1_2661,0.456
lcl|NC_002695.2_cds_NP_310888.1_2662,0.425
lcl|NC_002695.2_cds_NP_310889.1_2663,0.542
lcl|NC_002695.2_cds_NP_310890.1_2664,0.538
lcl|NC_002695.2_cds_NP_310891.1_2665,0.512
lcl|NC_002695.2_cds_NP_310892.2_2666,0.528
lcl|NC_002695.2_cds_NP_310893.1_2667,0.545
lcl|NC_002695.2_cds_NP_310894.1_2668,0.535
lcl|NC_002695.2_cds_NP_310895.2_2669,0.53
lcl|NC_002695.2_cds_NP_310896.1_2670,0.422
lcl|NC_002695.2_cds_NP_310897.1_2671,0.44
lcl|NC_002695.2_cds_NP_310898.1_2672,0.526
lcl|NC_002695.2_cds_NP_310899.1_2673,0.6
lcl|NC_002695.2_cds_NP_310900.2_2674,0.488
lcl|NC_002695.2_cds_NP_310904.1_2675,0.551
lcl|NC_002695.2_cds_NP_310905.3_2676,0.566
lcl|NC_002695.2_cds_NP_310906.2_2677,0.517
lcl|NC_002695.2_cds_NP_310907.2_2678,0.493
lcl|NC_002695.2_cds_NP_310908.1_2679,0.523
lcl|NC_002695.2_cds_NP_310909.2_2680,0.554
lcl|NC_002695.2_cds_NP_310910.1_2681,0.565
lcl|NC_002695.2_cds_NP_310911.1_2682,0.564
lcl|NC_002695.2_cds_NP_310912.1_2683,0.554
lcl|NC_002695.2_cds_NP_310913.1_2684,0.539
lcl|NC_002695.2_cds_NP_310914.1_2685,0.539
lcl|NC_002695.2_cds_NP_310915.2_2686,0.495
lcl|NC_002695.2_cds_NP_310916.1_2687,0.54
lcl|NC_002695.2_cds_NP_310918.2_2688,0.39
lcl|NC_002695.2_cds_NP_310919.1_2689,0.498
lcl|NC_002695.2_cds_NP_310920.1_2690,0.467
lcl|NC_002695.2_cds_NP_310921.1_2691,0.485
lcl|NC_002695.2_cds_NP_310922.1_2692,0.512
lcl|NC_002695.2_cds_NP_310923.1_2693,0.439
lcl|NC_002695.2_cds_NP_310924.1_2694,0.422
lcl|NC_002695.2_cds_NP_310925.1_2695,0.491
lcl|NC_002695.2_cds_NP_310926.2_2696,0.531
lcl|NC_002695.2_cds_NP_310927.2_2697,0.513
lcl|NC_002695.2_cds_NP_310928.1_2698,0.506
lcl|NC_002695.2_cds_NP_310929.1_2699,0.556
lcl|NC_002695.2_cds_NP_310930.1_2700,0.563
lcl|NC_002695.2_cds_NP_310931.1_2701,0.51
lcl|NC_002695.2_cds_NP_310932.2_2702,0.485
lcl|NC_002695.2_cds_NP_310933.1_2703,0.551
lcl|NC_002695.2_cds_NP_310934.1_2704,0.545
lcl|NC_002695.2_cds_NP_310935.1_2705,0.45
lcl|NC_002695.2_cds_NP_310936.1_2706,0.408
lcl|NC_002695.2_cds_NP_310937.1_2707,0.4
lcl|NC_002695.2_cds_NP_310938.1_2708,0.476
lcl|NC_002695.2_cds_NP_310939.1_2709,0.504
lcl|NC_002695.2_cds_NP_310940.2_2710,0.507
lcl|NC_002695.2_cds_NP_310941.1_2711,0.38
lcl|NC_002695.2_cds_NP_310942.1_2712,0.448
lcl|NC_002695.2_cds_NP_310943.1_2713,0.39
lcl|NC_002695.2_cds_NP_310944.1_2714,0.387
lcl|NC_002695.2_cds_NP_310945.1_2715,0.408
lcl|NC_002695.2_cds_NP_310946.2_2716,0.54
lcl|NC_002695.2_cds_NP_310947.1_2717,0.526
lcl|NC_002695.2_cds_NP_310952.1_2718,0.507
lcl|NC_002695.2_cds_NP_310953.1_2719,0.384
lcl|NC_002695.2_cds_NP_310954.2_2720,0.542
lcl|NC_002695.2_cds_NP_310957.1_2721,0.542
lcl|NC_002695.2_cds_NP_310958.1_2722,0.546
lcl|NC_002695.2_cds_NP_310959.2_2723,0.541
lcl|NC_002695.2_cds_NP_310960.1_2724,0.538
lcl|NC_002695.2_cds_NP_310961.2_2725,0.42
lcl|NC_002695.2_cds_NP_310962.1_2726,0.493
lcl|NC_002695.2_cds_NP_310963.2_2727,0.496
lcl|NC_002695.2_cds_NP_310964.1_2728,0.509
lcl|NC_002695.2_cds_NP_310966.1_2729,0.45
lcl|NC_002695.2_cds_NP_310967.2_2730,0.511
lcl|NC_002695.2_cds_NP_310968.1_2731,0.6
lcl|NC_002695.2_cds_NP_310969.1_2732,0.553
lcl|NC_002695.2_cds_NP_305676.1_2733,0.561
lcl|NC_002695.2_cds_NP_305677.1_2734,0.594
lcl|NC_002695.2_cds_NP_310972.2_2735,0.61
lcl|NC_002695.2_cds_NP_310973.1_2736,0.599
lcl|NC_002695.2_cds_NP_310974.1_2737,0.585
lcl|NC_002695.2_cds_NP_310975.1_2738,0.573
lcl|NC_002695.2_cds_NP_310976.1_2739,0.578
lcl|NC_002695.2_cds_NP_310977.1_2740,0.576
lcl|NC_002695.2_cds_NP_310978.1_2741,0.499
lcl|NC_002695.2_cds_NP_310979.1_2742,0.552
lcl|NC_002695.2_cds_NP_310980.1_2743,0.499
lcl|NC_002695.2_cds_NP_310981.1_2744,0.579
lcl|NC_002695.2_cds_NP_310982.1_2745,0.574
lcl|NC_002695.2_cds_NP_310983.1_2746,0.581
lcl|NC_002695.2_cds_NP_310984.2_2747,0.569
lcl|NC_002695.2_cds_NP_310985.1_2748,0.538
lcl|NC_002695.2_cds_NP_310986.2_2749,0.541
lcl|NC_002695.2_cds_NP_310988.1_2750,0.549
lcl|NC_002695.2_cds_NP_310989.2_2751,0.563
lcl|NC_002695.2_cds_NP_310990.1_2752,0.574
lcl|NC_002695.2_cds_NP_310991.1_2753,0.488
lcl|NC_002695.2_cds_NP_310993.2_2754,0.558
lcl|NC_002695.2_cds_NP_310992.2_2755,0.591
lcl|NC_002695.2_cds_YP_009502642.1_2756,0.483
lcl|NC_002695.2_cds_NP_310994.1_2757,0.463
lcl|NC_002695.2_cds_NP_310995.1_2758,0.541
lcl|NC_002695.2_cds_NP_310996.1_2759,0.537
lcl|NC_002695.2_cds_NP_310997.1_2760,0.565
lcl|NC_002695.2_cds_NP_310998.1_2761,0.522
lcl|NC_002695.2_cds_NP_310999.1_2762,0.556
lcl|NC_002695.2_cds_NP_311000.1_2763,0.378
lcl|NC_002695.2_cds_NP_311001.1_2764,0.415
lcl|NC_002695.2_cds_NP_311002.2_2765,0.513
lcl|NC_002695.2_cds_NP_311003.1_2766,0.441
lcl|NC_002695.2_cds_NP_311004.1_2767,0.487
lcl|NC_002695.2_cds_NP_311005.1_2768,0.49
lcl|NC_002695.2_cds_NP_311006.1_2769,0.415
lcl|NC_002695.2_cds_NP_311007.1_2770,0.469
lcl|NC_002695.2_cds_NP_311008.1_2771,0.511
lcl|NC_002695.2_cds_NP_311009.1_2772,0.532
lcl|NC_002695.2_cds_NP_311010.2_2773,0.502
lcl|NC_002695.2_cds_YP_009502643.1_2774,0.477
lcl|NC_002695.2_cds_NP_311011.1_2775,0.459
lcl|NC_002695.2_cds_NP_311012.1_2776,0.509
lcl|NC_002695.2_cds_NP_311013.1_2777,0.538
lcl|NC_002695.2_cds_NP_311014.1_2778,0.482
lcl|NC_002695.2_cds_NP_311015.1_2779,0.475
lcl|NC_002695.2_cds_NP_311016.1_2780,0.479
lcl|NC_002695.2_cds_NP_311017.2_2781,0.525
lcl|NC_002695.2_cds_NP_311018.1_2782,0.418
lcl|NC_002695.2_cds_NP_311019.1_2783,0.413
lcl|NC_002695.2_cds_NP_311021.1_2784,0.502
lcl|NC_002695.2_cds_NP_311022.1_2785,0.399
lcl|NC_002695.2_cds_NP_311023.1_2786,0.385
lcl|NC_002695.2_cds_NP_311024.1_2787,0.461
lcl|NC_002695.2_cds_NP_311025.2_2788,0.368
lcl|NC_002695.2_cds_NP_305733.1_2789,0.498
lcl|NC_002695.2_cds_NP_311028.1_2790,0.522
lcl|NC_002695.2_cds_NP_311029.1_2791,0.516
lcl|NC_002695.2_cds_NP_311030.2_2792,0.464
lcl|NC_002695.2_cds_NP_311031.1_2793,0.464
lcl|NC_002695.2_cds_NP_311032.2_2794,0.486
lcl|NC_002695.2_cds_NP_311033.1_2795,0.464
lcl|NC_002695.2_cds_NP_311034.1_2796,0.454
lcl|NC_002695.2_cds_NP_305741.1_2797,0.469
lcl|NC_002695.2_cds_NP_311036.1_2798,0.482
lcl|NC_002695.2_cds_NP_311037.1_2799,0.496
lcl|NC_002695.2_cds_NP_311038.1_2800,0.523
lcl|NC_002695.2_cds_YP_009502644.1_2801,0.526
lcl|NC_002695.2_cds_NP_311039.1_2802,0.471
lcl|NC_002695.2_cds_NP_311040.1_2803,0.434
lcl|NC_002695.2_cds_NP_311041.1_2804,0.535
lcl|NC_002695.2_cds_NP_311042.1_2805,0.567
lcl|NC_002695.2_cds_NP_311043.1_2806,0.552
lcl|NC_002695.2_cds_NP_311044.1_2807,0.57
lcl|NC_002695.2_cds_NP_311045.1_2808,0.532
lcl|NC_002695.2_cds_NP_311046.2_2809,0.542
lcl|NC_002695.2_cds_NP_311047.1_2810,0.522
lcl|NC_002695.2_cds_NP_311048.2_2811,0.51
lcl|NC_002695.2_cds_NP_311049.2_2812,0.531
lcl|NC_002695.2_cds_NP_311050.2_2813,0.535
lcl|NC_002695.2_cds_NP_311051.1_2814,0.546
lcl|NC_002695.2_cds_NP_311052.3_2815,0.543
lcl|NC_002695.2_cds_NP_311053.1_2816,0.539
lcl|NC_002695.2_cds_NP_311054.1_2817,0.585
lcl|NC_002695.2_cds_NP_311055.2_2818,0.543
lcl|NC_002695.2_cds_NP_311056.1_2819,0.551
lcl|NC_002695.2_cds_NP_311057.1_2820,0.556
lcl|NC_002695.2_cds_NP_311058.1_2821,0.57
lcl|NC_002695.2_cds_NP_311059.2_2822,0.499
lcl|NC_002695.2_cds_NP_311060.1_2823,0.494
lcl|NC_002695.2_cds_NP_311061.1_2824,0.537
lcl|NC_002695.2_cds_NP_311062.1_2825,0.547
lcl|NC_002695.2_cds_NP_311063.1_2826,0.481
lcl|NC_002695.2_cds_NP_311064.1_2827,0.429
lcl|NC_002695.2_cds_NP_311065.1_2828,0.514
lcl|NC_002695.2_cds_NP_311066.2_2829,0.51
lcl|NC_002695.2_cds_NP_311067.1_2830,0.505
lcl|NC_002695.2_cds_NP_311068.1_2831,0.452
lcl|NC_002695.2_cds_NP_311069.1_2832,0.505
lcl|NC_002695.2_cds_NP_311070.1_2833,0.522
lcl|NC_002695.2_cds_NP_311071.1_2834,0.537
lcl|NC_002695.2_cds_NP_311072.1_2835,0.508
lcl|NC_002695.2_cds_NP_311073.1_2836,0.544
lcl|NC_002695.2_cds_NP_311074.1_2837,0.526
lcl|NC_002695.2_cds_NP_311075.1_2838,0.534
lcl|NC_002695.2_cds_NP_311076.1_2839,0.536
lcl|NC_002695.2_cds_NP_311077.1_2840,0.531
lcl|NC_002695.2_cds_NP_311078.1_2841,0.524
lcl|NC_002695.2_cds_NP_311079.1_2842,0.516
lcl|NC_002695.2_cds_NP_311080.1_2843,0.508
lcl|NC_002695.2_cds_NP_311081.1_2844,0.518
lcl|NC_002695.2_cds_NP_311082.4_2845,0.432
lcl|NC_002695.2_cds_NP_311083.1_2846,0.511
lcl|NC_002695.2_cds_NP_311084.1_2847,0.491
lcl|NC_002695.2_cds_NP_311085.1_2848,0.471
lcl|NC_002695.2_cds_NP_311086.1_2849,0.559
lcl|NC_002695.2_cds_NP_311087.1_2850,0.536
lcl|NC_002695.2_cds_NP_311088.1_2851,0.56
lcl|NC_002695.2_cds_NP_311089.1_2852,0.531
lcl|NC_002695.2_cds_YP_009502645.1_2853,0.557
lcl|NC_002695.2_cds_NP_311090.2_2854,0.501
lcl|NC_002695.2_cds_NP_311091.2_2855,0.526
lcl|NC_002695.2_cds_NP_311092.1_2856,0.546
lcl|NC_002695.2_cds_NP_311093.2_2857,0.44
lcl|NC_002695.2_cds_NP_311094.1_2858,0.469
lcl|NC_002695.2_cds_NP_311095.1_2859,0.506
lcl|NC_002695.2_cds_NP_311096.2_2860,0.507
lcl|NC_002695.2_cds_NP_311097.1_2861,0.513
lcl|NC_002695.2_cds_NP_311098.1_2862,0.53
lcl|NC_002695.2_cds_NP_311099.1_2863,0.515
lcl|NC_002695.2_cds_NP_311100.1_2864,0.49
lcl|NC_002695.2_cds_NP_311101.1_2865,0.535
lcl|NC_002695.2_cds_NP_311102.1_2866,0.53
lcl|NC_002695.2_cds_NP_311103.1_2867,0.531
lcl|NC_002695.2_cds_NP_311104.1_2868,0.498
lcl|NC_002695.2_cds_NP_311105.1_2869,0.525
lcl|NC_002695.2_cds_NP_311106.1_2870,0.504
lcl|NC_002695.2_cds_NP_311107.1_2871,0.521
lcl|NC_002695.2_cds_NP_311108.2_2872,0.485
lcl|NC_002695.2_cds_NP_311109.1_2873,0.52
lcl|NC_002695.2_cds_NP_311110.1_2874,0.538
lcl|NC_002695.2_cds_NP_311111.1_2875,0.545
lcl|NC_002695.2_cds_NP_311112.1_2876,0.572
lcl|NC_002695.2_cds_NP_311113.1_2877,0.54
lcl|NC_002695.2_cds_NP_311114.1_2878,0.571
lcl|NC_002695.2_cds_NP_311115.1_2879,0.554
lcl|NC_002695.2_cds_NP_311116.1_2880,0.555
lcl|NC_002695.2_cds_NP_311117.1_2881,0.552
lcl|NC_002695.2_cds_NP_311118.1_2882,0.516
lcl|NC_002695.2_cds_NP_311119.2_2883,0.56
lcl|NC_002695.2_cds_NP_311120.1_2884,0.56
lcl|NC_002695.2_cds_NP_311121.1_2885,0.592
lcl|NC_002695.2_cds_NP_311122.1_2886,0.563
lcl|NC_002695.2_cds_NP_311123.1_2887,0.542
lcl|NC_002695.2_cds_NP_311124.1_2888,0.552
lcl|NC_002695.2_cds_YP_009502646.1_2889,0.394
lcl|NC_002695.2_cds_NP_311125.1_2890,0.501
lcl|NC_002695.2_cds_NP_311126.1_2891,0.538
lcl|NC_002695.2_cds_NP_311127.1_2892,0.533
lcl|NC_002695.2_cds_NP_311128.1_2893,0.525
lcl|NC_002695.2_cds_NP_311129.1_2894,0.569
lcl|NC_002695.2_cds_NP_311130.1_2895,0.532
lcl|NC_002695.2_cds_NP_311131.1_2896,0.506
lcl|NC_002695.2_cds_NP_311132.1_2897,0.494
lcl|NC_002695.2_cds_NP_311133.1_2898,0.47
lcl|NC_002695.2_cds_NP_311134.2_2899,0.509
lcl|NC_002695.2_cds_NP_311135.1_2900,0.524
lcl|NC_002695.2_cds_NP_311138.2_2901,0.539
lcl|NC_002695.2_cds_NP_311139.2_2902,0.516
lcl|NC_002695.2_cds_NP_311140.3_2903,0.509
lcl|NC_002695.2_cds_NP_311141.1_2904,0.541
lcl|NC_002695.2_cds_NP_311142.1_2905,0.542
lcl|NC_002695.2_cds_NP_311143.1_2906,0.513
lcl|NC_002695.2_cds_NP_311144.1_2907,0.539
lcl|NC_002695.2_cds_NP_311145.1_2908,0.51
lcl|NC_002695.2_cds_NP_311146.1_2909,0.569
lcl|NC_002695.2_cds_NP_311147.1_2910,0.499
lcl|NC_002695.2_cds_NP_311148.1_2911,0.497
lcl|NC_002695.2_cds_NP_311149.1_2912,0.429
lcl|NC_002695.2_cds_NP_311150.1_2913,0.324
lcl|NC_002695.2_cds_NP_311151.1_2914,0.458
lcl|NC_002695.2_cds_NP_311152.1_2915,0.532
lcl|NC_002695.2_cds_NP_311153.1_2916,0.573
lcl|NC_002695.2_cds_NP_311154.1_2917,0.56
lcl|NC_002695.2_cds_NP_311155.1_2918,0.54
lcl|NC_002695.2_cds_NP_311156.1_2919,0.485
lcl|NC_002695.2_cds_NP_311157.1_2920,0.544
lcl|NC_002695.2_cds_NP_311159.1_2921,0.541
lcl|NC_002695.2_cds_NP_311160.2_2922,0.541
lcl|NC_002695.2_cds_NP_311162.2_2923,0.522
lcl|NC_002695.2_cds_NP_311163.1_2924,0.504
lcl|NC_002695.2_cds_NP_311164.1_2925,0.539
lcl|NC_002695.2_cds_NP_311165.2_2926,0.536
lcl|NC_002695.2_cds_NP_311166.1_2927,0.481
lcl|NC_002695.2_cds_NP_311167.1_2928,0.433
lcl|NC_002695.2_cds_NP_311168.4_2929,0.513
lcl|NC_002695.2_cds_NP_311169.1_2930,0.499
lcl|NC_002695.2_cds_NP_311170.1_2931,0.515
lcl|NC_002695.2_cds_NP_311171.1_2932,0.531
lcl|NC_002695.2_cds_NP_311172.1_2933,0.509
lcl|NC_002695.2_cds_YP_009502647.1_2934,0.536
lcl|NC_002695.2_cds_NP_311173.2_2935,0.483
lcl|NC_002695.2_cds_NP_311174.2_2936,0.464
lcl|NC_002695.2_cds_NP_311175.1_2937,0.561
lcl|NC_002695.2_cds_NP_311176.1_2938,0.588
lcl|NC_002695.2_cds_NP_311177.1_2939,0.548
lcl|NC_002695.2_cds_NP_311178.1_2940,0.569
lcl|NC_002695.2_cds_NP_311179.1_2941,0.585
lcl|NC_002695.2_cds_NP_311180.2_2942,0.536
lcl|NC_002695.2_cds_NP_311181.1_2943,0.52
lcl|NC_002695.2_cds_NP_311182.1_2944,0.478
lcl|NC_002695.2_cds_NP_311183.2_2945,0.504
lcl|NC_002695.2_cds_NP_311184.2_2946,0.35
lcl|NC_002695.2_cds_NP_311186.1_2947,0.452
lcl|NC_002695.2_cds_NP_311187.2_2948,0.574
lcl|NC_002695.2_cds_NP_311188.1_2949,0.55
lcl|NC_002695.2_cds_NP_311189.1_2950,0.573
lcl|NC_002695.2_cds_NP_311190.1_2951,0.541
lcl|NC_002695.2_cds_NP_311191.1_2952,0.53
lcl|NC_002695.2_cds_NP_311192.1_2953,0.541
lcl|NC_002695.2_cds_NP_311193.1_2954,0.546
lcl|NC_002695.2_cds_NP_311194.2_2955,0.563
lcl|NC_002695.2_cds_NP_311195.1_2956,0.566
lcl|NC_002695.2_cds_NP_311196.1_2957,0.559
lcl|NC_002695.2_cds_NP_311197.3_2958,0.561
lcl|NC_002695.2_cds_NP_311198.1_2959,0.519
lcl|NC_002695.2_cds_NP_311199.3_2960,0.532
lcl|NC_002695.2_cds_NP_311200.1_2961,0.497
lcl|NC_002695.2_cds_NP_311201.1_2962,0.504
lcl|NC_002695.2_cds_NP_311202.1_2963,0.498
lcl|NC_002695.2_cds_NP_311203.1_2964,0.522
lcl|NC_002695.2_cds_NP_311204.1_2965,0.564
lcl|NC_002695.2_cds_NP_311205.2_2966,0.485
lcl|NC_002695.2_cds_NP_311206.2_2967,0.509
lcl|NC_002695.2_cds_NP_311207.1_2968,0.525
lcl|NC_002695.2_cds_NP_311208.1_2969,0.554
lcl|NC_002695.2_cds_NP_311209.3_2970,0.525
lcl|NC_002695.2_cds_NP_311210.1_2971,0.536
lcl|NC_002695.2_cds_NP_311211.4_2972,0.514
lcl|NC_002695.2_cds_NP_311212.1_2973,0.504
lcl|NC_002695.2_cds_NP_311213.1_2974,0.519
lcl|NC_002695.2_cds_NP_311214.1_2975,0.444
lcl|NC_002695.2_cds_NP_311215.1_2976,0.548
lcl|NC_002695.2_cds_NP_311216.1_2977,0.452
lcl|NC_002695.2_cds_NP_311217.1_2978,0.53
lcl|NC_002695.2_cds_NP_311218.1_2979,0.499
lcl|NC_002695.2_cds_NP_311219.1_2980,0.527
lcl|NC_002695.2_cds_NP_311220.1_2981,0.487
lcl|NC_002695.2_cds_NP_311221.1_2982,0.511
lcl|NC_002695.2_cds_NP_311222.1_2983,0.528
lcl|NC_002695.2_cds_NP_311223.1_2984,0.528
lcl|NC_002695.2_cds_NP_311224.1_2985,0.493
lcl|NC_002695.2_cds_NP_311225.2_2986,0.572
lcl|NC_002695.2_cds_NP_311226.1_2987,0.559
lcl|NC_002695.2_cds_NP_311227.1_2988,0.554
lcl|NC_002695.2_cds_NP_311228.1_2989,0.485
lcl|NC_002695.2_cds_NP_311229.1_2990,0.557
lcl|NC_002695.2_cds_NP_311230.1_2991,0.547
lcl|NC_002695.2_cds_NP_311231.1_2992,0.529
lcl|NC_002695.2_cds_NP_311232.1_2993,0.527
lcl|NC_002695.2_cds_NP_311233.1_2994,0.567
lcl|NC_002695.2_cds_NP_311234.1_2995,0.563
lcl|NC_002695.2_cds_NP_311235.2_2996,0.515
lcl|NC_002695.2_cds_NP_311236.1_2997,0.523
lcl|NC_002695.2_cds_NP_311237.1_2998,0.515
lcl|NC_002695.2_cds_NP_311238.1_2999,0.52
lcl|NC_002695.2_cds_NP_311239.1_3000,0.554
lcl|NC_002695.2_cds_NP_311240.1_3001,0.553
lcl|NC_002695.2_cds_NP_311242.2_3002,0.529
lcl|NC_002695.2_cds_NP_311241.3_3003,0.524
lcl|NC_002695.2_cds_NP_311243.1_3004,0.428
lcl|NC_002695.2_cds_NP_311244.2_3005,0.446
lcl|NC_002695.2_cds_NP_311245.2_3006,0.473
lcl|NC_002695.2_cds_NP_311246.1_3007,0.509
lcl|NC_002695.2_cds_NP_311247.1_3008,0.528
lcl|NC_002695.2_cds_NP_311248.1_3009,0.545
lcl|NC_002695.2_cds_NP_311249.1_3010,0.473
lcl|NC_002695.2_cds_NP_311250.1_3011,0.535
lcl|NC_002695.2_cds_NP_311251.1_3012,0.517
lcl|NC_002695.2_cds_NP_311252.1_3013,0.558
lcl|NC_002695.2_cds_NP_311253.2_3014,0.519
lcl|NC_002695.2_cds_NP_311254.2_3015,0.504
lcl|NC_002695.2_cds_NP_311255.1_3016,0.347
lcl|NC_002695.2_cds_NP_311256.1_3017,0.522
lcl|NC_002695.2_cds_NP_311257.1_3018,0.486
lcl|NC_002695.2_cds_NP_311258.1_3019,0.478
lcl|NC_002695.2_cds_NP_311259.1_3020,0.424
lcl|NC_002695.2_cds_NP_311260.1_3021,0.504
lcl|NC_002695.2_cds_NP_311261.1_3022,0.457
lcl|NC_002695.2_cds_NP_311263.2_3023,0.431
lcl|NC_002695.2_cds_NP_311265.1_3024,0.362
lcl|NC_002695.2_cds_NP_311266.1_3025,0.429
lcl|NC_002695.2_cds_NP_311267.1_3026,0.475
lcl|NC_002695.2_cds_NP_311268.1_3027,0.439
lcl|NC_002695.2_cds_NP_311269.1_3028,0.522
lcl|NC_002695.2_cds_NP_311270.1_3029,0.513
lcl|NC_002695.2_cds_NP_311271.2_3030,0.515
lcl|NC_002695.2_cds_NP_311272.1_3031,0.512
lcl|NC_002695.2_cds_NP_311273.1_3032,0.418
lcl|NC_002695.2_cds_NP_311274.1_3033,0.418
lcl|NC_002695.2_cds_NP_311275.1_3034,0.4
lcl|NC_002695.2_cds_NP_311276.1_3035,0.41
